ID;Data Adicionada;Última Alteração;Último Editor;Empresa Doadora;Empresa Recebedora;Tipo;Algoritmo;Jornal;Viés;Nota
0;2035-02-28T23:00:00;Não informado;Não informado;Fabio Conti;ArawakFish Cargo Ges.m.b.H.;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-06T06:00:00;Não informado;Não informado;Fabio Conti;BaringoAmerica Marine Ges.m.b.H.;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-22T07:00:00;Não informado;Não informado;Fabio Conti;Jacobs PLC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-16T22:00:00;Não informado;Não informado;Fabio Conti;Tainamarine Fishing Co;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-05T23:00:00;Não informado;Não informado;Fabio Conti;V. Miesel Shipping;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-13T23:00:00;Não informado;Não informado;Fabio Conti;Irtysh Creek Logistics Inc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-28T11:00:00;Não informado;Não informado;Fabio Conti;NortheastSeafood Carriers;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-07T02:00:00;Não informado;Não informado;Fabio Conti;KambalaSea Freight Inc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-24T04:00:00;Não informado;Não informado;Fabio Conti;Namorna Transit Ltd;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-25T00:00:00;Não informado;Não informado;Fabio Conti;Sparmans Marine Carriers Oyj;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-19T20:00:00;Não informado;Não informado;Fabio Conti;Conrad Ltd;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-28T04:00:00;Não informado;Não informado;Lemuel Conti;ScaniaSeafood Holdings Ltd. Liability Co;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-11T12:00:00;Não informado;Não informado;Lemuel Conti;NyanzaRiver Worldwide AS;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-06T07:00:00;Não informado;Não informado;Lemuel Conti;V. Miesel Shipping;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-26T01:00:00;Não informado;Não informado;Lemuel Conti;Dry CreekRybachit Marine A/S;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-17T19:00:00;Não informado;Não informado;Lemuel Conti;Sparmans Marine Carriers Oyj;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-19T17:00:00;Não informado;Não informado;Lemuel Conti;SamakaDredgeTransport OJSC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-13T16:00:00;Não informado;Não informado;Lemuel Conti;Conrad Ltd;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-20T10:00:00;Não informado;Não informado;Lemuel Conti;GvardeyskAmerica Shipping Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-05T06:00:00;Não informado;Não informado;Lemuel Conti;KareliansLeska Holdings OJSC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-16T11:00:00;Não informado;Não informado;Lemuel Conti;FlounderLeska Marine BV;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-17T04:00:00;Não informado;Não informado;Lemuel Conti;6. America Transit Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-26T07:00:00;Não informado;Não informado;Samuel Conti;OranjestadCreek Express Sagl;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-10T14:00:00;Não informado;Não informado;Samuel Conti;StichtingMarine Shipping Company;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-17T13:00:00;Não informado;Não informado;Samuel Conti;Oka Charter Boat Transport OJSC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-10T05:00:00;Não informado;Não informado;Samuel Conti;AguaLeska Transit N.V.;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-15T13:00:00;Não informado;Não informado;Samuel Conti;SavanetaCreek Solutions NV;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-18T19:00:00;Não informado;Não informado;Samuel Conti;6. America Transit Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-08T07:00:00;Não informado;Não informado;Samuel Conti;PregolyaDredge Logistics Incorporated;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-23T11:00:00;Não informado;Não informado;Samuel Conti;Namorna Transit Ltd;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-21T05:00:00;Não informado;Não informado;Samuel Conti;KareliansLeska Holdings OJSC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-25T08:00:00;Não informado;Não informado;Samuel Conti;Sparmans Marine Carriers Oyj;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-24T16:00:00;Não informado;Não informado;Samuel Conti;Osborne and Sons;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-19T19:00:00;Não informado;Não informado;Lena Conti-Park;SumacAmerica Transport GmbH & Co. KG;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-07T03:00:00;Não informado;Não informado;Lena Conti-Park;Hartman Group;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-14T07:00:00;Não informado;Não informado;Lena Conti-Park;KareliansLeska Holdings OJSC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-20T20:00:00;Não informado;Não informado;Lena Conti-Park;FlounderLeska Marine BV;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-25T01:00:00;Não informado;Não informado;Lena Conti-Park;6. America Transit Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-11T06:00:00;Não informado;Não informado;Lena Conti-Park;Irtysh Creek Logistics Inc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-01T12:00:00;Não informado;Não informado;Lena Conti-Park;RechFish Freight Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-05T00:00:00;Não informado;Não informado;Lena Conti-Park;ArawakFish Cargo Ges.m.b.H.;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-14T10:00:00;Não informado;Não informado;Lena Conti-Park;StichtingMarine Shipping Company;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-15T17:00:00;Não informado;Não informado;Lena Conti-Park;SavanetaCreek Solutions NV;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-03T17:00:00;Não informado;Não informado;Lena Conti-Park;KambalaSea Freight Inc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-06T15:00:00;Não informado;Não informado;Nathan Conti;Dutch Bill America Line AB;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-12T10:00:00;Não informado;Não informado;Nathan Conti;6. America Transit Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-01T04:00:00;Não informado;Não informado;Nathan Conti;May and Sons;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-22T06:00:00;Não informado;Não informado;Nathan Conti;Dry CreekRybachit Marine A/S;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-10T12:00:00;Não informado;Não informado;Nathan Conti;RechFish Freight Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-20T11:00:00;Não informado;Não informado;Nathan Conti;Bailey-Mccullough;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-09T00:00:00;Não informado;Não informado;Nathan Conti;ArawakFish Cargo Ges.m.b.H.;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-09T13:00:00;Não informado;Não informado;Nathan Conti;SavanetaCreek Solutions NV;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-25T06:00:00;Não informado;Não informado;Nathan Conti;ScaniaSeafood Holdings Ltd. Liability Co;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-07T17:00:00;Não informado;Não informado;Nathan Conti;Maacama Ocean Worldwide LLC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-24T20:00:00;Não informado;Não informado;Nathan Conti;PregolyaDredge Logistics Incorporated;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-14T11:00:00;Não informado;Não informado;Liam Conti;Dry CreekWorldLogistics Ltd. Liability Co;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-09T04:00:00;Não informado;Não informado;Liam Conti;BaringoAmerica Marine Ges.m.b.H.;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-17T19:00:00;Não informado;Não informado;Liam Conti;RechFish Freight Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-22T00:00:00;Não informado;Não informado;Liam Conti;SamakaDredgeTransport OJSC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-06T12:00:00;Não informado;Não informado;Liam Conti;May and Sons;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-01T02:00:00;Não informado;Não informado;Liam Conti;Irtysh Creek Logistics Inc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-05T09:00:00;Não informado;Não informado;Liam Conti;Bailey-Mccullough;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-06T22:00:00;Não informado;Não informado;Liam Conti;Namorna Transit Ltd;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-05T08:00:00;Não informado;Não informado;Liam Conti;HomabayMarine Carriers N.V.;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-20T13:00:00;Não informado;Não informado;Liam Conti;ScaniaSeafood Holdings Ltd. Liability Co;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-14T01:00:00;Não informado;Não informado;Liam Conti;StichtingMarine Shipping Company;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-08T03:00:00;Não informado;Não informado;Nadia Conti;SavanetaCreek Solutions NV;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-07T05:00:00;Não informado;Não informado;Nadia Conti;WestRiver Shipping KgaA;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-16T06:00:00;Não informado;Não informado;Nadia Conti;SamakaDredgeTransport OJSC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-06T05:00:00;Não informado;Não informado;Nadia Conti;RechFish Freight Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
1;2035-02-10T11:00:00;Não informado;Não informado;Nadia Conti;RechFish Freight Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-10T09:00:00;Não informado;Não informado;Nadia Conti;V. Miesel Shipping;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-17T17:00:00;Não informado;Não informado;Nadia Conti;FlounderLeska Marine BV;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-27T02:00:00;Não informado;Não informado;Nadia Conti;Conrad Ltd;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-01T04:00:00;Não informado;Não informado;Nadia Conti;Bailey-Mccullough;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-01T20:00:00;Não informado;Não informado;Nadia Conti;Vargas Ltd;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-14T12:00:00;Não informado;Não informado;Nadia Conti;StichtingMarine Shipping Company;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-03T07:00:00;Não informado;Não informado;Fintan Park;NamRiver Transit A/S;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-10T16:00:00;Não informado;Não informado;Fintan Park;SumacAmerica Transport GmbH & Co. KG;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-11T06:00:00;Não informado;Não informado;Fintan Park;Vargas Ltd;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-27T11:00:00;Não informado;Não informado;Fintan Park;Dry CreekRybachit Marine A/S;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-06T00:00:00;Não informado;Não informado;Fintan Park;StichtingMarine Shipping Company;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-14T22:00:00;Não informado;Não informado;Fintan Park;FlounderLeska Marine BV;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-07T23:00:00;Não informado;Não informado;Fintan Park;BaringoAmerica Marine Ges.m.b.H.;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-27T23:00:00;Não informado;Não informado;Fintan Park;GvardeyskAmerica Shipping Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-21T18:00:00;Não informado;Não informado;Fintan Park;Tainamarine Fishing Co;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-03T21:00:00;Não informado;Não informado;Fintan Park;RechFish Freight Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-09T14:00:00;Não informado;Não informado;Fintan Park;Osborne and Sons;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-07T10:00:00;Não informado;Não informado;Rafael Sanchez;Dutch Bill America Line AB;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-07T01:00:00;Não informado;Não informado;Rafael Sanchez;RechFish Freight Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-16T19:00:00;Não informado;Não informado;Rafael Sanchez;Oka Seafood Shipping Ges.m.b.H.;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-12T17:00:00;Não informado;Não informado;Rafael Sanchez;Maacama Ocean Worldwide LLC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-15T16:00:00;Não informado;Não informado;Rafael Sanchez;ScaniaSeafood Holdings Ltd. Liability Co;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-06T09:00:00;Não informado;Não informado;Rafael Sanchez;SavanetaCreek Solutions NV;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-05T23:00:00;Não informado;Não informado;Rafael Sanchez;FlounderLeska Marine BV;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-11T14:00:00;Não informado;Não informado;Rafael Sanchez;Oka Charter Boat Transport OJSC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-16T02:00:00;Não informado;Não informado;Rafael Sanchez;NamRiver Transit A/S;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-09T04:00:00;Não informado;Não informado;Rafael Sanchez;Vargas Ltd;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-08T02:00:00;Não informado;Não informado;Rafael Sanchez;Osborne and Sons;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-14T01:00:00;Não informado;Não informado;Sanaa El-Amin;AguaLeska Transit N.V.;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-28T13:00:00;Não informado;Não informado;Sanaa El-Amin;Vargas Ltd;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-09T08:00:00;Não informado;Não informado;Sanaa El-Amin;Dry CreekRybachit Marine A/S;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-18T03:00:00;Não informado;Não informado;Sanaa El-Amin;HomabayMarine Carriers N.V.;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-21T16:00:00;Não informado;Não informado;Sanaa El-Amin;SamakaDredgeTransport OJSC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-01T21:00:00;Não informado;Não informado;Sanaa El-Amin;SumacAmerica Transport GmbH & Co. KG;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-04T00:00:00;Não informado;Não informado;Sanaa El-Amin;StichtingMarine Shipping Company;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-12T17:00:00;Não informado;Não informado;Sanaa El-Amin;KareliansLeska Holdings OJSC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-10T13:00:00;Não informado;Não informado;Sanaa El-Amin;Conrad Ltd;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-18T04:00:00;Não informado;Não informado;Sanaa El-Amin;KambalaSea Freight Inc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-19T09:00:00;Não informado;Não informado;Sanaa El-Amin;Sparmans Marine Carriers Oyj;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-01T17:00:00;Não informado;Não informado;Eun-Ji Park;KambalaSea Freight Inc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-25T00:00:00;Não informado;Não informado;Eun-Ji Park;SouthLeska Worldwide AS;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-15T09:00:00;Não informado;Não informado;Eun-Ji Park;Oka Seafood Shipping Ges.m.b.H.;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-15T06:00:00;Não informado;Não informado;Eun-Ji Park;GvardeyskAmerica Shipping Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-19T19:00:00;Não informado;Não informado;Eun-Ji Park;Conrad Ltd;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-03T00:00:00;Não informado;Não informado;Eun-Ji Park;NamRiver Transit A/S;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-25T21:00:00;Não informado;Não informado;Eun-Ji Park;Maacama Ocean Worldwide LLC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-03-03T23:00:00;Não informado;Não informado;Eun-Ji Park;Jacobs PLC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-20T16:00:00;Não informado;Não informado;Eun-Ji Park;Oka Charter Boat Transport OJSC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-20T03:00:00;Não informado;Não informado;Eun-Ji Park;RechFish Freight Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-21T18:00:00;Não informado;Não informado;Eun-Ji Park;Osborne and Sons;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-09T03:00:00;Não informado;Não informado;Elise Hauser;GvardeyskAmerica Shipping Plc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-09T19:00:00;Não informado;Não informado;Elise Hauser;Irtysh Creek Logistics Inc;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-21T02:00:00;Não informado;Não informado;Elise Hauser;OranjestadCreek Express Sagl;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-17T00:00:00;Não informado;Não informado;Elise Hauser;Maacama Ocean Worldwide LLC;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-07T08:00:00;Não informado;Não informado;Elise Hauser;Conrad Ltd;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-24T01:00:00;Não informado;Não informado;Elise Hauser;Namorna Transit Ltd;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-13T09:00:00;Não informado;Não informado;Elise Hauser;Sparmans Marine Carriers Oyj;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-28T21:00:00;Não informado;Não informado;Elise Hauser;MonarchCreek Shipping S.p.A.;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-19T17:00:00;Não informado;Não informado;Elise Hauser;ScaniaSeafood Holdings Ltd. Liability Co;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-07T07:00:00;Não informado;Não informado;Elise Hauser;Dry CreekRybachit Marine A/S;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
0;2035-02-20T02:00:00;Não informado;Não informado;Elise Hauser;Osborne and Sons;Event.Owns.PartiallyOwns;Não informado;Não informado;Não informado;Não informado
